,sid
18174,24
25222,24
22640,24
26851,24
30062,24
28407,24
32016,24
33250,24
22951,24
14644,24
22126,24
18653,24
17192,24
1249,24
10395,24
16397,24
15158,24
8196,24
142,24
31240,24
32687,24
9426,24
3466,24
8973,24
32852,24
25305,24
9019,24
25874,24
3135,24
4681,24
23072,24
4476,24
29322,24
29932,24
31221,24
22293,24
21534,24
16795,24
674,24
8045,24
11113,24
1761,24
8233,24
25234,24
6647,24
34095,24
33221,24
9136,24
1549,24
9542,24
4541,24
15275,24
20688,24
21212,24
17738,24
14647,24
34547,24
15317,24
33641,24
33030,24
15729,24
10383,24
18745,24
9881,24
10841,24
22535,24
29050,24
5207,24
6940,24
28037,24
214,24
32733,24
13109,24
27771,24
14108,24
7596,24
16840,24
31351,24
29778,24
28779,24
466,24
32863,24
23453,24
11944,24
13523,24
14149,24
3626,24
14482,24
17631,24
7906,24
1020,24
392,24
25817,24
22174,24
27025,24
29832,24
5436,24
26860,24
19707,24
9440,24
32472,24
6266,24
26222,24
27353,24
20922,24
1972,24
1289,24
3388,24
4234,24
11674,24
20032,24
31228,24
21346,24
14566,24
16195,24
20022,24
32575,24
19213,24
9768,24
18893,24
13715,24
24448,24
1425,24
15992,24
9293,24
32648,24
8209,24
29025,24
26077,24
33524,24
2492,24
31393,24
25634,24
33232,24
16382,24
29245,24
19708,24
3948,24
15361,24
28891,24
22510,24
9472,24
23657,24
18983,24
16473,24
19997,24
32120,24
903,24
12218,24
32853,24
9817,24
21442,24
14370,23
13670,23
15850,23
13296,23
4590,23
1928,23
4135,23
7405,23
5986,23
17331,23
31548,23
21062,23
4805,23
18943,23
27617,23
6927,23
6072,23
23808,23
8464,23
9404,23
3995,23
13641,23
21156,23
31432,23
28221,23
1572,23
18588,23
25299,23
22017,23
17542,23
20493,23
25978,23
29104,23
31649,23
26041,23
299,23
14188,23
28427,23
11880,23
13859,23
4596,23
30651,23
18730,23
11546,23
14546,23
3356,23
3023,23
14309,23
22522,23
27990,23
19780,23
2352,23
5566,23
13764,23
11961,23
29664,23
29507,23
9162,23
5945,23
13935,23
30624,23
23920,23
19381,23
17509,23
4311,23
2745,23
16231,23
25411,23
26037,23
10702,23
27850,23
2484,23
3476,23
18758,23
12690,23
24297,23
26315,23
14418,23
82,23
3407,23
11530,23
30999,23
24661,23
2419,23
18683,23
3305,23
7810,23
5766,23
22786,23
14996,23
28098,23
28418,23
14673,23
17457,23
10825,23
21280,23
348,23
16427,23
22643,23
3955,23
21492,23
9484,23
32892,23
9408,23
5983,23
22884,23
11500,23
23162,23
29595,23
17803,23
14837,23
6208,23
787,23
2046,23
27814,23
24465,23
27987,23
31587,23
29973,23
21481,23
32286,23
10432,23
3170,23
27489,23
29538,23
33835,23
27603,23
24632,23
12435,23
27182,23
9994,23
12671,23
10175,23
16060,23
22046,23
29098,23
19232,23
1301,23
13289,23
2981,23
4827,23
31307,23
1517,23
27354,23
7809,23
23698,23
18746,23
12137,23
21420,23
6848,23
3749,23
15993,23
13894,23
3949,23
7409,23
13845,23
14565,23
12626,23
3467,23
23353,23
5883,23
26064,23
10433,23
28384,23
23184,23
17389,23
23675,23
14219,23
5486,23
19805,23
28195,23
8332,23
17756,23
13140,23
23122,23
29702,23
14526,23
34117,23
30255,23
30984,23
22859,23
30670,23
3081,23
710,23
11678,23
12843,23
12479,23
13803,23
17659,23
33828,23
32373,23
4951,23
7986,23
6907,23
26957,23
20113,23
10229,23
24953,23
17351,23
16744,23
29970,23
34287,23
21550,23
21792,23
33635,23
14361,23
33755,23
28821,23
6228,23
13720,23
34305,23
13385,23
15093,23
12324,23
32782,23
11098,23
4991,23
33103,23
24160,23
34355,23
5341,23
10619,23
23753,23
10657,23
2994,23
12806,23
18878,23
17789,23
8897,23
27630,23
12259,23
949,23
14802,23
17940,23
29009,23
10801,23
21609,23
32139,23
21333,23
26766,23
30676,23
7569,23
27011,23
4820,23
5211,23
1817,23
14189,23
29749,23
26100,23
31613,23
33643,23
30899,23
866,23
2218,23
13007,23
12294,23
23166,23
20802,23
25371,23
14985,23
26908,23
2421,23
13711,23
18285,23
9205,23
29788,23
23248,23
14744,23
17216,23
31381,23
33165,23
22526,23
15465,23
28133,23
2439,23
15799,23
12230,23
11339,23
9570,23
1977,23
2323,23
25442,23
33623,23
31174,23
266,23
9348,23
23050,23
20118,23
2585,23
26980,23
11907,23
11493,23
24555,23
8188,23
25658,23
18796,23
3913,23
34091,23
27477,23
3548,23
1331,23
25187,23
28836,23
10816,23
17705,23
12736,23
29179,23
10524,23
20993,23
22456,23
18762,23
5242,23
28731,23
16869,23
2138,23
8647,23
400,23
18295,23
25157,23
18338,23
21177,23
15714,23
33578,23
3131,23
2964,23
33848,23
5052,23
17413,23
14497,23
24498,23
22011,23
27734,23
25737,23
21290,23
26131,23
30027,23
17679,23
27105,23
19494,23
14983,23
8832,23
8355,23
3017,23
17039,23
18389,23
3793,23
1922,23
33669,23
27065,23
4955,23
29934,23
25228,23
14479,23
4724,23
17066,23
12561,23
5735,23
18738,23
1492,23
29407,23
7514,23
19753,23
22883,23
5922,23
9402,23
11899,23
26052,23
16601,23
11032,23
27162,23
28091,23
27357,23
14845,23
14302,23
16985,23
33994,23
34201,23
32617,23
21648,23
21025,23
32141,23
19201,23
32511,23
19127,23
16020,23
18314,23
3516,23
11051,23
23463,23
16302,23
16907,23
6034,23
34531,23
29800,23
28892,23
18171,23
1105,23
11749,23
9808,23
18519,23
1529,23
7153,23
27165,23
30471,23
21100,23
4534,23
24713,23
34180,23
14456,23
2583,23
6143,23
27570,23
9661,23
31913,23
12727,23
9256,23
18981,23
17055,23
32767,23
1269,23
13954,23
14348,23
10382,23
5914,23
32414,23
25390,23
2645,23
15867,23
2968,23
29232,23
11939,23
7730,23
26966,23
19132,23
17178,23
30848,23
22035,23
29013,23
11473,23
25526,23
16162,23
29659,23
10537,23
30131,23
10590,23
21202,23
15527,23
6642,23
28512,23
652,23
32387,23
12747,23
8008,23
25493,23
724,23
21952,23
18757,23
8520,23
9188,23
30224,23
23138,23
5392,23
15320,23
9589,23
16747,23
5861,23
16229,23
33734,23
8478,23
14415,23
28696,23
1263,23
6093,23
3173,23
4923,23
17091,23
31779,23
15520,23
15642,23
694,23
22718,23
31343,23
15834,23
33523,23
3727,23
5918,23
27841,23
32562,23
24107,23
19072,23
1204,23
24013,23
16434,23
33868,23
17293,23
21760,23
25069,23
25331,23
34012,23
18241,23
4417,23
10314,23
28299,23
25995,23
12003,23
12362,23
18817,23
26001,23
21090,23
7823,23
12401,23
27366,23
32416,23
33308,23
21293,23
18113,23
22895,23
5570,23
6458,23
33265,23
23355,23
4336,23
3405,23
24768,23
25130,23
13487,23
3786,23
25537,23
15856,23
9192,23
9694,23
30501,23
25178,23
5398,23
29571,23
18317,23
6693,23
10465,23
21764,22
31002,22
34345,22
3346,22
8065,22
17390,22
10461,22
7667,22
10550,22
3634,22
20623,22
18719,22
4575,22
1624,22
31628,22
26324,22
31894,22
19456,22
27220,22
9783,22
22569,22
2080,22
22930,22
26331,22
16703,22
17641,22
19738,22
15186,22
7053,22
21144,22
9414,22
9218,22
23636,22
3979,22
31108,22
27200,22
29478,22
4379,22
29594,22
31853,22
15944,22
8285,22
31218,22
22042,22
855,22
16628,22
22708,22
20661,22
21999,22
27512,22
26221,22
32058,22
14139,22
4412,22
11876,22
17898,22
8073,22
13265,22
5428,22
11571,22
3993,22
34102,22
12627,22
19099,22
6670,22
21604,22
13543,22
9425,22
10738,22
11977,22
25467,22
2891,22
24487,22
28910,22
22479,22
15274,22
26951,22
20928,22
28680,22
12231,22
13299,22
23792,22
33725,22
9954,22
28831,22
10440,22
17189,22
28583,22
33761,22
27268,22
6011,22
33482,22
9863,22
24200,22
12791,22
5952,22
27096,22
30115,22
32728,22
9848,22
4133,22
6703,22
30630,22
10852,22
1114,22
9443,22
19049,22
2614,22
26598,22
10793,22
4757,22
1763,22
20635,22
6220,22
19854,22
11647,22
12146,22
15635,22
18131,22
22336,22
7579,22
32452,22
27761,22
22106,22
33753,22
4244,22
14475,22
10491,22
13204,22
10114,22
4306,22
30891,22
18573,22
18490,22
27291,22
24906,22
24356,22
22235,22
3788,22
5622,22
27083,22
5944,22
14038,22
32632,22
29696,22
18029,22
15922,22
11824,22
16103,22
17644,22
9206,22
26442,22
9176,22
29630,22
16582,22
18077,22
29576,22
10025,22
22809,22
10573,22
29685,22
24866,22
5346,22
10846,22
28580,22
30932,22
7492,22
1961,22
15728,22
20470,22
1414,22
5060,22
3728,22
5209,22
28043,22
7683,22
8957,22
22425,22
24062,22
20972,22
10068,22
2560,22
33779,22
18520,22
27728,22
30137,22
8386,22
23325,22
4762,22
16277,22
21219,22
8793,22
19946,22
9958,22
4201,22
7507,22
11691,22
17899,22
5854,22
2859,22
21953,22
12602,22
24276,22
28406,22
24000,22
17846,22
5971,22
33313,22
8534,22
5230,22
9040,22
21544,22
8253,22
17213,22
11209,22
28048,22
8797,22
22361,22
410,22
28727,22
33081,22
14723,22
31526,22
13763,22
25184,22
26772,22
30556,22
21795,22
27442,22
7949,22
19774,22
20036,22
25674,22
23603,22
12355,22
9268,22
28576,22
29504,22
4393,22
21562,22
24996,22
16994,22
7152,22
213,22
23989,22
10057,22
23482,22
18624,22
1756,22
2651,22
23459,22
17466,22
2269,22
220,22
32668,22
30323,22
21584,22
26144,22
6287,22
30338,22
29906,22
31431,22
22566,22
3342,22
15040,22
22341,22
11251,22
27454,22
19530,22
24669,22
3956,22
1279,22
20432,22
15176,22
4143,22
21317,22
96,22
18164,22
8084,22
27906,22
21215,22
3068,22
9546,22
25169,22
2973,22
1302,22
32591,22
21824,22
22630,22
3231,22
6558,22
32281,22
10088,22
19799,22
16032,22
31632,22
33663,22
7710,22
24330,22
29045,22
12688,22
15885,22
9068,22
9809,22
14500,22
24341,22
11532,22
6673,22
6918,22
7353,22
30433,22
27831,22
17350,22
30377,22
15653,22
19849,22
8556,22
21645,22
575,22
6381,22
22142,22
30903,22
28566,22
32283,22
5580,22
10616,22
6520,22
11853,22
13093,22
18946,22
11619,22
22882,22
22068,22
24562,22
24055,22
24439,22
10402,22
28503,22
3239,22
30458,22
13837,22
29828,22
25076,22
9753,22
3191,22
1392,22
7520,22
27742,22
3254,22
11706,22
23174,22
19992,22
13841,22
24624,22
21022,22
26789,22
29316,22
30392,22
32995,22
19244,22
28819,22
13386,22
10904,22
7610,22
17502,22
377,22
2729,22
34022,22
30981,22
2848,22
11888,22
19732,22
7052,22
138,22
17972,22
11552,22
2728,22
7705,22
7837,22
12723,22
26233,22
9485,22
7455,22
8944,22
32955,22
2582,22
355,22
258,22
23909,22
8376,22
805,22
34415,22
10503,22
22143,22
17238,22
18359,22
1623,22
4788,22
877,22
11642,22
31934,22
29032,22
16053,22
2719,22
27927,22
4587,22
16926,22
5553,22
16217,22
26167,22
26471,22
28184,22
11226,22
13485,22
6772,22
26039,22
24739,22
33615,22
19706,22
25630,22
22790,22
6816,22
4281,22
26387,22
18874,22
24032,22
16496,22
32959,22
24328,22
5529,22
356,22
21344,22
8089,22
2446,22
33289,22
5383,22
10245,22
25616,22
7037,22
8938,22
15378,22
24842,22
25208,22
19585,22
29196,22
11320,22
12358,22
5746,22
13734,22
23725,22
7850,22
2024,22
598,22
26028,22
650,22
2746,22
19369,22
6139,22
27160,22
9051,22
5376,22
33037,22
32613,22
24523,22
139,22
2730,22
15,22
17784,22
13437,22
2801,22
8663,22
4470,22
27830,22
15806,22
29099,22
27637,22
14694,22
31485,22
2292,22
16947,22
10014,22
10268,22
22902,22
26880,22
13571,22
9804,22
752,22
20100,22
10199,22
3703,22
4627,22
4186,22
14616,22
29028,22
18033,22
29857,22
21374,22
20486,22
18355,22
6333,22
29708,22
9741,22
2413,22
2449,22
21669,22
23619,22
12808,22
2337,22
18197,22
18787,22
29736,21
17685,21
31370,21
19644,21
12029,21
32900,21
7274,21
30097,21
14414,21
6991,21
34446,21
17150,21
26,21
12425,21
16508,21
29837,21
3019,21
3001,21
12642,21
18626,21
538,21
20534,21
15740,21
34039,21
9579,21
7043,21
20086,21
3457,21
12145,21
6496,21
23688,21
11292,21
13422,21
32620,21
27520,21
21786,21
15408,21
12758,21
33007,21
25686,21
7329,21
2214,21
18901,21
33514,21
7612,21
26135,21
15661,21
22033,21
3723,21
6769,21
25268,21
951,21
15975,21
1774,21
7755,21
31040,21
22928,21
14817,21
26694,21
2436,21
13561,21
31749,21
15624,21
29717,21
17427,21
27655,21
31500,21
4483,21
14230,21
991,21
24089,21
13382,21
1554,21
6659,21
34084,21
17808,21
31479,21
21713,21
17849,21
30994,21
19168,21
28102,21
18263,21
16398,21
20175,21
5001,21
25461,21
14679,21
4331,21
26504,21
33436,21
34543,21
8012,21
5755,21
11322,21
10236,21
25475,21
11372,21
2915,21
17733,21
26769,21
20737,21
25628,21
12821,21
16337,21
7229,21
5134,21
10534,21
7334,21
28857,21
6018,21
2514,21
27446,21
936,21
25755,21
15796,21
24258,21
16203,21
13423,21
22342,21
8182,21
9544,21
9325,21
12265,21
3512,21
18042,21
23267,21
2929,21
21398,21
23444,21
29926,21
21867,21
6859,21
24324,21
26056,21
27158,21
27845,21
30063,21
12672,21
7348,21
33283,21
30980,21
32412,21
19667,21
28397,21
20012,21
11838,21
16521,21
7072,21
27890,21
7166,21
24358,21
22260,21
29042,21
13316,21
11508,21
7309,21
16085,21
9598,21
18540,21
24281,21
6835,21
20187,21
24520,21
20889,21
24195,21
11816,21
27492,21
16892,21
2925,21
16388,21
4150,21
31005,21
26911,21
15172,21
32402,21
29293,21
25957,21
8519,21
2602,21
31268,21
28134,21
22955,21
2577,21
25745,21
19767,21
19608,21
23851,21
27273,21
24971,21
32218,21
2212,21
23583,21
25592,21
15289,21
28141,21
9637,21
13815,21
27589,21
23287,21
23290,21
28166,21
22299,21
10746,21
23279,21
5298,21
22374,21
9014,21
5805,21
2370,21
12347,21
30601,21
3285,21
12174,21
23019,21
31728,21
34493,21
6678,21
18505,21
18274,21
30426,21
33236,21
32029,21
15865,21
28447,21
4695,21
9331,21
1628,21
16933,21
28027,21
16082,21
30582,21
12386,21
4080,21
17736,21
15212,21
8785,21
4235,21
32574,21
5496,21
3482,21
31666,21
11920,21
6511,21
23768,21
28643,21
23321,21
19200,21
53,21
19355,21
19019,21
5022,21
2300,21
1991,21
6359,21
5013,21
1800,21
23204,21
10288,21
2334,21
15438,21
11173,21
22774,21
10866,21
27800,21
5271,21
4485,21
15170,21
29306,21
5536,21
26266,21
29547,21
11597,21
2843,21
32123,21
13782,21
24709,21
27093,21
34525,21
7248,21
24667,21
26132,21
21494,21
12856,21
27461,21
8038,21
13168,21
2135,21
30883,21
33462,21
9187,21
17882,21
28925,21
26443,21
34451,21
12068,21
31236,21
13446,21
2623,21
31854,21
6682,21
12580,21
1013,21
10861,21
10972,21
33892,21
22041,21
1766,21
1615,21
20775,21
14261,21
3857,21
988,21
34038,21
20874,21
4758,21
18369,21
33085,21
12213,21
16776,21
30934,21
31195,21
16148,21
25889,21
20204,21
4570,21
17383,21
9378,21
14381,21
15873,21
24468,21
18084,21
31455,21
22773,21
31768,21
16264,21
6045,21
25953,21
10212,21
8635,21
31874,21
7934,21
34167,21
29488,21
955,21
17990,21
29722,21
20334,21
11834,21
2768,21
17081,21
14075,21
12024,21
12714,21
5494,21
24452,21
34379,21
15015,21
28777,21
25146,21
9807,21
12847,21
9953,21
6701,21
4255,21
20040,21
26115,21
23790,21
22885,21
6575,21
4122,21
8440,21
3566,21
8374,21
29424,21
29210,21
2573,21
31022,21
22266,21
19055,21
29560,21
7655,21
15883,21
28401,21
2059,21
3804,21
5784,21
16917,21
15135,21
6102,21
24748,21
23152,21
10582,21
482,21
13056,21
15651,21
29875,21
16253,21
108,21
4993,21
25387,21
7402,21
31327,21
31223,21
10478,21
9204,21
22974,21
12413,21
20663,21
4792,21
21015,21
9191,21
8835,21
26458,21
31725,21
398,21
809,21
2500,21
34512,21
14522,21
7833,21
28955,21
33774,21
32145,21
17367,21
12046,21
30032,21
20399,21
32081,21
21844,21
21731,21
32942,21
17488,21
30595,21
18426,21
18886,21
15544,21
8477,21
18779,21
7748,21
21128,21
3012,21
28721,21
4222,21
25880,21
32600,21
14018,21
7300,21
29229,21
26177,21
16898,21
16779,21
24561,21
23381,21
21848,21
11607,21
26186,21
30507,21
23027,21
6841,21
17969,21
19638,21
10206,21
26320,21
29608,21
21633,21
7391,21
29653,21
10942,21
21252,21
11259,21
2531,21
17925,21
4793,21
14242,21
29052,21
32787,21
17450,21
13400,21
6780,21
21207,21
21192,21
18,21
32026,21
25212,21
34511,21
29244,21
25156,21
3770,21
33439,21
31182,21
16909,21
13486,21
1976,21
2643,21
2526,21
9004,21
9289,21
16439,21
29342,21
6712,21
15285,21
9355,21
57,21
2712,21
7446,21
16867,21
15697,21
21524,21
20744,21
14269,21
32230,21
25808,21
2034,21
23188,21
11102,21
4620,21
10688,21
17560,21
20856,21
24090,21
542,21
9705,21
10727,21
10404,21
3343,21
5664,21
21806,21
19426,21
3021,21
28789,21
24664,21
34045,21
17650,21
23894,21
24105,21
1798,21
22064,21
9475,21
8796,21
30640,21
13655,21
16684,21
20943,21
33817,21
13182,21
16647,21
33226,21
8651,21
11068,21
6818,21
24620,21
12123,21
22228,21
5897,21
24518,21
24034,21
21822,21
26640,21
28970,21
337,21
7912,21
8977,21
10501,21
13879,21
28259,21
11892,21
32706,21
21459,21
26849,21
15600,21
17810,21
18534,21
30281,21
17428,21
28149,21
33745,21
15101,21
25229,21
32501,21
26581,21
19126,21
30276,21
11537,21
20088,21
21899,21
23136,21
5665,21
21013,21
19074,21
16522,21
637,21
23168,21
4079,21
10543,21
19559,21
27479,21
3802,21
26619,21
24849,21
5683,21
3167,20
6397,20
15355,20
20168,20
30415,20
3717,20
5749,20
24712,20
14187,20
9948,20
4452,20
25096,20
13060,20
24930,20
33503,20
22051,20
17280,20
12025,20
26634,20
7946,20
14935,20
428,20
30639,20
11313,20
16222,20
3911,20
33518,20
15560,20
24939,20
28128,20
11995,20
18640,20
30103,20
1816,20
33363,20
21210,20
1035,20
798,20
19198,20
31466,20
8458,20
10665,20
16850,20
18311,20
2828,20
4210,20
18153,20
20780,20
21231,20
28278,20
16465,20
583,20
18141,20
33442,20
15622,20
28057,20
15174,20
8627,20
15422,20
27145,20
30272,20
31383,20
31178,20
6185,20
6128,20
2091,20
27539,20
3216,20
2766,20
26455,20
17281,20
29255,20
19007,20
7577,20
8171,20
4460,20
7401,20
15654,20
27513,20
4367,20
6414,20
14740,20
12798,20
23717,20
16810,20
4197,20
34526,20
11285,20
14949,20
15409,20
31505,20
5172,20
19252,20
27344,20
27432,20
31588,20
23990,20
6301,20
10267,20
17564,20
2852,20
9418,20
32223,20
8582,20
10523,20
15115,20
10425,20
33585,20
1965,20
4782,20
28609,20
10779,20
2054,20
10486,20
3524,20
33758,20
4988,20
6234,20
21463,20
2986,20
18059,20
20565,20
24568,20
4989,20
5479,20
21456,20
26939,20
14322,20
14307,20
25687,20
32105,20
11963,20
15611,20
29763,20
23338,20
25731,20
24238,20
23333,20
10749,20
17843,20
31567,20
20639,20
9738,20
4933,20
18631,20
28876,20
9682,20
30504,20
21931,20
14332,20
9030,20
27067,20
10450,20
1746,20
31831,20
25026,20
29069,20
19335,20
3510,20
24508,20
10848,20
16598,20
3818,20
5865,20
4218,20
2175,20
32816,20
21447,20
8810,20
23610,20
818,20
24398,20
17132,20
9330,20
16657,20
23388,20
26709,20
19960,20
14799,20
29939,20
9024,20
3312,20
25292,20
20814,20
23982,20
3232,20
5927,20
32287,20
5461,20
30254,20
20035,20
211,20
23525,20
12269,20
9193,20
58,20
21301,20
23869,20
30629,20
25116,20
16414,20
28917,20
29811,20
28265,20
15711,20
7001,20
5758,20
5382,20
18856,20
10762,20
33983,20
21034,20
10054,20
8712,20
23052,20
24735,20
23710,20
25669,20
8388,20
1597,20
24892,20
1750,20
14193,20
2101,20
3213,20
30096,20
8583,20
24337,20
10938,20
12867,20
4832,20
9031,20
22715,20
21279,20
8295,20
13402,20
13958,20
3164,20
30416,20
28953,20
25352,20
33819,20
17338,20
26536,20
13682,20
21640,20
10504,20
12592,20
17498,20
5166,20
21385,20
11896,20
1878,20
28670,20
15842,20
5345,20
22073,20
34530,20
19411,20
18604,20
15792,20
13725,20
3515,20
33749,20
20973,20
31544,20
22008,20
24190,20
20866,20
5722,20
24461,20
22637,20
31736,20
3733,20
23195,20
27870,20
19389,20
28007,20
18233,20
6787,20
23024,20
22958,20
19372,20
27253,20
14781,20
32265,20
22146,20
16071,20
24326,20
9305,20
27375,20
9651,20
15215,20
11856,20
8076,20
22,20
1318,20
4997,20
16235,20
9594,20
12370,20
17643,20
25456,20
20614,20
15062,20
26981,20
22692,20
18867,20
24372,20
5042,20
3220,20
26723,20
1690,20
15302,20
22433,20
25520,20
23031,20
10578,20
21992,20
8284,20
25002,20
15423,20
25077,20
17258,20
33343,20
30079,20
13852,20
16860,20
21910,20
34230,20
16449,20
33691,20
13193,20
33588,20
15478,20
20548,20
7370,20
16709,20
25399,20
966,20
11337,20
18713,20
33650,20
2523,20
10829,20
17167,20
16482,20
3855,20
33067,20
19702,20
1207,20
2655,20
34392,20
16691,20
30184,20
26171,20
27863,20
15268,20
20507,20
32667,20
21883,20
22459,20
26721,20
16787,20
14362,20
23637,20
667,20
16798,20
27433,20
32673,20
30214,20
6006,20
22869,20
21391,20
3427,20
14049,20
9683,20
6789,20
1802,20
4174,20
29634,20
31941,20
16708,20
5920,20
6931,20
33189,20
28060,20
9023,20
18607,20
29355,20
20308,20
2587,20
11345,20
13333,20
32138,20
4723,20
16188,20
12399,20
11582,20
784,20
7219,20
16963,20
30013,20
24042,20
5530,20
25092,20
7093,20
4586,20
1220,20
31057,20
18560,20
31068,20
5433,20
4084,20
32862,20
29849,20
21783,20
14323,20
14324,20
20531,20
17090,20
12519,20
31007,20
14530,20
12483,20
24332,20
10141,20
5624,20
10097,20
27153,20
7482,20
22817,20
14982,20
13191,20
34260,20
1625,20
20502,20
7026,20
32659,20
7500,20
2830,20
23555,20
17735,20
14747,20
17347,20
3696,20
7395,20
27829,20
26567,20
2792,20
20452,20
21545,20
369,20
29294,20
18264,20
13217,20
10013,20
3660,20
15420,20
31583,20
18989,20
33731,20
7105,20
4713,20
34227,20
28567,20
13145,20
25652,20
9737,20
23172,20
2293,20
8387,20
23434,20
12965,20
26164,20
5039,20
33416,20
1598,20
31862,20
31225,20
2841,20
33790,20
18803,20
12350,20
16952,20
24343,20
8252,20
11998,20
6761,20
20379,20
20748,20
12520,20
31261,20
26918,20
23778,20
27333,20
267,20
15130,20
31621,20
11620,20
20709,20
26215,20
9767,20
21600,20
32469,20
5291,20
17223,20
979,20
14844,20
22002,20
8054,20
29505,20
15498,20
21738,20
15228,20
20805,20
18896,20
13754,20
29846,20
9964,20
4604,20
11405,20
21570,20
12277,20
16214,20
6653,20
8701,20
23312,20
31436,20
28703,20
27626,20
24673,20
6336,20
1354,20
30906,20
33900,20
4279,20
2031,20
21643,20
9056,20
11417,20
2313,20
26574,20
28672,20
3096,20
3266,20
27095,20
31106,20
22848,20
2109,20
14774,20
31293,20
33527,20
27019,20
10993,20
17793,20
21191,20
28967,20
26047,20
374,20
5738,20
5348,20
12788,20
30573,20
30730,20
30412,20
8170,20
8127,20
3003,20
